date UTC since epoch [s],Voltage U[V],master measured U[bit],slave measured U[bit]
1649935301.6577644,59.5,3325,3333
1649935310.87703,59.5,3325,3333
1649935320.0891058,59.5,3324,3333
1649935329.3074737,59.5,3325,3334
1649935338.5732548,59.5,3325,3333
1649935347.739908,59.5,3324,3334
1649935356.437344,59.5,3324,3333
1649935365.659398,59.5,3324,3334
1649935374.8784385,59.5,3325,3333
1649935384.090809,59.5,3324,3333
1649935392.7971973,59.5,3324,3333
1649935402.0117822,59.5,3325,3333
1649935411.228177,59.5,3324,3333
1649935420.4381528,59.5,3324,3333
1649935429.1479402,59.5,3324,3333
1649935438.3576646,59.5,3324,3333
1649935447.0696201,59.5,3324,3333
1649935456.2781014,59.5,3325,3333
1649935464.9874403,59.5,3324,3333
1649935474.1981366,59.5,3325,3333
1649935482.9085772,59.5,3325,3333
1649935492.1756532,59.5,3324,3333
1649935500.8293624,59.5,3324,3333
1649935509.5277898,59.5,3325,3333
1649935518.2296562,59.5,3325,3333
1649935526.9431612,59.5,3325,3333
1649935535.6315553,59.5,3324,3333
1649935544.3647037,59.5,3325,3333
1649935553.5583937,59.5,3325,3334
1649935562.2685943,59.5,3325,3334
1649935571.478849,59.5,3325,3334
1649935580.2030568,59.5,3324,3334
1649935589.3987336,59.5,3325,3333
1649935598.1085606,59.5,3325,3333
1649935607.3192883,59.5,3324,3333
1649935616.0298028,59.5,3325,3333
1649935625.31756,59.5,3324,3333
1649935634.458706,59.5,3324,3333
1649935643.6728644,59.5,3325,3334
1649935652.8891945,59.5,3324,3334
1649935662.1104894,59.5,3325,3334
1649935671.3210115,59.5,3324,3333
1649935680.5391934,59.5,3325,3333
1649935689.7482653,59.5,3324,3333
1649935698.9686875,59.5,3324,3333
1649935708.1906486,59.5,3324,3333
1649935717.4026473,59.5,3324,3333
1649935726.618516,59.5,3324,3333
1649935735.8287063,59.5,3325,3333
1649935745.054148,59.5,3324,3333
1649935754.2719593,59.5,3324,3333
1649935763.4832385,59.5,3325,3334
1649935772.6990218,59.5,3324,3333
1649935781.9092045,59.5,3325,3333
1649935790.6201866,59.5,3325,3333
1649935799.8315904,59.5,3325,3333
1649935808.5391066,59.5,3324,3333
1649935817.749868,59.5,3324,3333
1649935827.029059,59.5,3325,3333
1649935835.669487,59.5,3324,3333
1649935844.3807416,59.5,3325,3334
1649935853.5892894,59.5,3325,3333
1649935862.3011806,59.5,3324,3334
1649935871.509163,59.5,3324,3333
1649935880.2199996,59.5,3324,3334
1649935889.4294858,59.5,3324,3333
1649935898.1418104,59.5,3324,3334
1649935906.8383715,59.5,3324,3333
1649935916.0624547,59.5,3325,3333
1649935925.2699666,59.5,3325,3333
1649935934.4896595,59.5,3324,3333
1649935943.1988387,59.5,3324,3333
1649935952.4098403,59.5,3324,3333
1649935961.10997,59.5,3324,3333
1649935969.8233697,59.5,3324,3333
1649935979.0295093,59.5,3324,3333
1649935987.742931,59.5,3324,3333
1649935996.9493923,59.5,3324,3333
1649936005.6637108,59.5,3324,3333
1649936014.8698921,59.5,3323,3333
1649936023.5840523,59.5,3324,3332
1649936032.7908938,59.5,3325,3334
1649936041.4989789,59.5,3325,3333
1649936050.7110565,59.5,3325,3333
1649936059.4201536,59.5,3324,3334
1649936068.6324372,59.5,3325,3334
1649936077.340224,59.5,3325,3333
1649936086.5534263,59.5,3324,3334
1649936095.7694247,59.5,3324,3333
1649936104.9808068,59.5,3326,3334
1649936114.2011595,59.5,3324,3333
1649936122.9016168,59.5,3325,3333
1649936132.120399,59.5,3324,3332
1649936140.821791,59.5,3325,3333
1649936150.0406015,59.5,3324,3333
1649936158.7420232,59.5,3325,3333
1649936167.450139,59.5,3324,3333
1649936176.6629834,59.5,3325,3333
1649936185.8823926,59.5,3324,3333
1649936195.0999265,59.5,3325,3333
1649936204.3112981,59.5,3325,3333
1649936213.5306394,59.5,3324,3333
1649936222.2311716,59.5,3323,3334
1649936230.940547,59.5,3325,3333
1649936240.1524093,59.5,3325,3333
1649936249.3722794,59.5,3325,3334
1649936258.5844772,59.5,3325,3333
1649936267.8003242,59.5,3324,3333
1649936276.5047712,59.5,3325,3333
1649936285.7239866,59.5,3325,3333
1649936294.940469,59.5,3325,3333
1649936304.1533504,59.5,3324,3333
1649936313.3722594,59.5,3325,3333
1649936322.581056,59.5,3325,3334
1649936331.801634,59.5,3325,3334
1649936340.5005934,59.5,3324,3333
1649936349.7216763,59.5,3325,3333
1649936358.4368625,59.5,3325,3333
1649936367.1302917,59.5,3325,3333
1649936376.3405116,59.5,3325,3333
1649936385.05069,59.5,3325,3333
1649936394.2606468,59.5,3325,3333
1649936402.9755623,59.5,3326,3333
1649936412.1817467,59.5,3325,3333
1649936420.8901796,59.5,3325,3333
1649936430.1012747,59.5,3324,3333
1649936438.8117466,59.5,3324,3333
1649936448.0208888,59.5,3325,3333
1649936456.7308156,59.5,3325,3333
1649936465.4321446,59.5,3324,3333
1649936474.6513016,59.5,3325,3333
1649936483.350919,59.5,3325,3333
1649936492.5726993,59.5,3325,3334
1649936501.780229,59.5,3324,3334
1649936510.492328,59.5,3324,3333
1649936519.2649357,59.5,3324,3333
1649936528.412269,59.5,3325,3333
1649936537.1116772,59.5,3325,3333
1649936546.3325832,59.5,3324,3333
1649936555.5404484,59.5,3324,3333
1649936564.2536538,59.5,3325,3334
1649936573.4615433,59.5,3324,3333
1649936582.1738818,59.5,3325,3333
1649936591.3816235,59.5,3325,3333
1649936600.091398,59.5,3324,3333
1649936609.3016562,59.5,3324,3333
1649936618.014544,59.5,3325,3333
1649936627.2219672,59.5,3324,3332
1649936635.9348643,59.5,3325,3333
1649936645.1420147,59.5,3324,3333
1649936653.8544073,59.5,3325,3333
1649936663.0624664,59.5,3325,3333
1649936671.7759857,59.5,3325,3333
1649936680.9929872,59.5,3325,3334
1649936690.2017262,59.5,3325,3334
1649936698.9040036,59.5,3325,3333
1649936707.6118221,59.5,3324,3333
1649936716.9002502,59.5,3325,3334
1649936726.0425196,59.5,3325,3334
1649936735.2563567,59.5,3324,3333
1649936743.9611168,59.5,3324,3333
1649936753.1728396,59.5,3325,3333
1649936762.392268,59.5,3324,3333
1649936771.0816956,59.5,3324,3333
1649936780.3122828,59.5,3325,3333
1649936789.53326,59.5,3325,3333
1649936798.7446396,59.5,3324,3333
1649936807.9614177,59.5,3325,3333
1649936817.1724565,59.5,3324,3333
1649936826.3925033,59.5,3325,3333
1649936835.0929284,59.5,3324,3334
1649936843.802043,59.5,3324,3333
1649936853.012573,59.5,3325,3333
1649936861.722299,59.5,3324,3333
1649936870.9231045,59.5,3325,3334
1649936879.6429808,59.5,3324,3333
1649936888.8524966,59.5,3324,3334
1649936897.5556185,59.5,3325,3333
1649936906.77271,59.5,3325,3334
1649936915.4842212,59.5,3325,3333
1649936924.7070158,59.5,3325,3333
1649936933.4030051,59.5,3325,3333
1649936942.1022317,59.5,3324,3333
1649936950.8126044,59.5,3324,3333
1649936960.02385,59.5,3325,3333
1649936968.7229197,59.5,3325,3333
1649936977.9424868,59.5,3325,3334
1649936986.6528141,59.5,3325,3333
1649936995.8620963,59.5,3325,3334
1649937004.5726488,59.5,3324,3333
1649937013.7846346,59.5,3324,3333
1649937022.493751,59.5,3325,3333
1649937031.702566,59.5,3324,3333
1649937040.9268706,59.5,3325,3333
1649937050.132525,59.5,3325,3333
1649937058.8381412,59.5,3325,3333
1649937068.0527198,59.5,3325,3333
1649937076.7670927,59.5,3324,3333
1649937085.9729614,59.5,3325,3334
1649937094.6877909,59.5,3325,3333
1649937103.8936753,59.5,3325,3333
1649937113.1045656,59.5,3325,3332
1649937122.3325627,59.5,3324,3333
1649937131.0335584,59.5,3325,3333
1649937139.7333841,59.5,3324,3333
1649937148.436326,59.5,3325,3333
1649937157.6534023,59.5,3325,3333
1649937166.3631692,59.5,3324,3333
1649937175.5732143,59.5,3325,3333
1649937184.2832277,59.5,3325,3333
1649937193.4935982,59.5,3325,3333
1649937202.2040737,59.5,3325,3333
1649937211.4126637,59.5,3324,3333
1649937220.1250486,59.5,3325,3333
1649937229.3335478,59.5,3325,3333
1649937238.0427501,59.5,3325,3334
1649937247.2545404,59.5,3325,3334
1649937255.96487,59.5,3324,3333
1649937265.1748025,59.5,3324,3333
1649937273.8844833,59.5,3324,3333
1649937283.0965974,59.5,3324,3333
1649937292.3152235,59.5,3324,3333
1649937301.5247438,59.5,3325,3334
1649937310.7434888,59.5,3325,3334
1649937318.9354959,59.5,3325,3333
1649937328.1538608,59.5,3325,3333
1649937337.4552932,59.5,3325,3334
1649937346.0731213,59.5,3325,3333
1649937355.2836628,59.5,3325,3333
1649937363.9937177,59.5,3325,3333
1649937373.2028039,59.5,3324,3333
1649937381.9141111,59.5,3325,3333
1649937391.124054,59.5,3324,3334
1649937399.8335862,59.5,3325,3333
1649937408.5389085,59.5,3324,3333
1649937417.7589161,59.5,3324,3333
1649937426.9631522,59.5,3325,3333
1649937435.9952965,59.5,3325,3333
1649937446.6120784,59.5,3324,3333
1649937456.2361135,59.5,3325,3334
1649937465.614418,59.5,3325,3334
1649937475.4206898,59.5,3325,3333
1649937485.1905646,59.5,3325,3333
1649937494.7040594,59.5,3325,3333
1649937504.5468986,59.5,3325,3333
1649937514.394056,59.5,3325,3333
1649937523.816863,59.5,3324,3333
1649937532.956646,59.5,3324,3333
1649937542.1644793,59.5,3325,3333
1649937551.3834758,59.5,3325,3333
1649937560.0856986,59.5,3325,3333
1649937568.7972455,59.5,3325,3333
1649937577.493515,59.5,3325,3334
1649937586.2059383,59.5,3325,3333
1649937595.414098,59.5,3325,3333
1649937604.6264105,59.5,3324,3333
